Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-February-2016,111.20,111.20,108.50,109.05,109.835432342171971190,24853,447,2729740.00,4358,17.54,2.70,-2.15
8-February-2016,111.05,111.85,110.35,110.85,111.057419835943325876,8046,133,893568.00,4280,53.19,1.50,-0.20
5-February-2016,110.30,112.90,108.15,111.45,111.601623392741895447,40286,664,4495983.00,7397,18.36,4.75,1.15
4-February-2016,111.60,112.20,109.70,110.35,110.717726538405052136,13618,241,1507754.00,8159,59.91,2.50,-1.25
3-February-2016,110.70,113.10,109.65,111.90,111.748100526008182349,15399,254,1720809.00,7958,51.68,3.45,1.20
2-February-2016,112.05,112.90,111.20,111.60,111.931801604668125455,8226,145,920751.00,3005,36.53,1.70,-0.45
1-February-2016,113.15,113.30,110.65,112.35,112.471795103034675564,22177,588,2494287.00,5379,24.25,2.65,-0.80
29-January-2016,110.10,118.00,110.10,112.85,113.708920187793427230,48564,756,5522160.00,18253,37.59,7.90,2.75
28-January-2016,111.85,111.85,110.50,110.70,111.038489736070381231,8184,91,908739.00,4689,57.29,1.35,-1.15
27-January-2016,111.20,112.30,110.10,111.50,111.177354190407127317,9653,207,1073195.00,3856,39.95,2.20,0.30
25-January-2016,112.00,112.40,110.35,111.10,111.395639761225019465,19265,319,2146037.00,8365,43.42,2.05,-0.90
22-January-2016,111.10,113.30,111.00,111.70,111.777146042363433667,17940,270,2005282.00,10578,58.96,2.30,0.60
21-January-2016,109.10,112.00,107.65,111.10,109.158758314855875831,45100,480,4923060.00,34439,76.36,4.35,2.00
20-January-2016,109.50,109.65,107.00,108.15,108.240087121635206076,17906,328,1938147.00,9387,52.42,2.65,-1.35
19-January-2016,113.00,113.65,109.50,110.80,111.270878227666250803,52902,746,5886452.00,36804,69.57,4.15,-2.20
18-January-2016,116.90,116.90,112.70,113.35,114.032694968324473894,13733,304,1566011.00,5626,40.97,4.20,-3.55
15-January-2016,115.00,120.00,113.30,116.85,116.039791041458263865,44985,762,5220050.00,23856,53.03,6.70,1.85
14-January-2016,115.00,118.00,113.15,116.30,115.039115803772652897,32391,646,3726232.00,9041,27.91,4.85,1.30
13-January-2016,117.70,118.80,113.50,117.15,115.755235458796665571,63939,1040,7401274.00,22100,34.56,5.30,-0.55
12-January-2016,117.00,118.45,116.25,117.65,117.592659063277948242,17273,382,2031178.00,8985,52.02,2.20,0.65
11-January-2016,117.70,118.35,116.00,117.65,117.787714740856782142,151287,345,17819750.00,136803,90.43,2.35,-0.05
8-January-2016,121.25,121.25,118.50,118.80,119.685289496877035674,26097,502,3123427.00,8300,31.80,2.75,-2.45
7-January-2016,120.00,120.85,117.50,118.15,119.312345203368374704,18169,370,2167786.00,9505,52.31,3.35,-1.85
6-January-2016,122.00,123.05,121.40,121.65,121.762187830003286920,142991,766,17410897.00,110482,77.27,1.65,-0.35
5-January-2016,121.60,123.80,121.00,121.55,121.735375215415948613,127660,544,15540738.00,110785,86.78,2.80,-0.05
4-January-2016,122.75,122.80,120.30,120.75,121.356384488729915403,17613,354,2137450.00,7019,39.85,2.50,-2.00
1-January-2016,123.25,123.85,122.00,122.65,122.722172607737326138,105256,627,12917245.00,51165,48.61,1.85,-0.60
